Sample_ID,Sampling_date,Scribe_initials,Siever_1_initials,Siever_2_initials,Equip_mgr_initials,Lroot_empty_mass_g,rock_empty_mass_g,empty_sieve_mass_g,subsampling_start_time,total_wet_mass_w_sieve_g,all_ROOTS_freeze_time,RNA_A_freeze_time,RNA_B_and_C_freeze_time,S_DNA_mass_g,RESP_IS_mass_g,S_FM_mass_g,everything_cool_time,Lroot_full_mass_g,rock_full_mass_g,notes_during_collection_annotations,notes_during_transcription_AG,notes_during_transcription_EF,notes_during_collection_narritive,sieve_date,Lroot_photo_by,rock_photo_by,sieving_start_time,sieving_end_time,S_pH_mass_g,small_tin_mass_full_g,small_tin_mass_empty_g,large_tin_mass_full_g,all_set_to_dry_time,Animal_burrow_(Y/N),pre_trim_photo_by,post_trim_photo_by,removed_soil_mass_g,tube_length_cm,other_info_on_sample_tube (if present),Site,Core_ID,fraction,microsite,tnt,sample_bottom_depth,empty_tin_mass_g,field_moist_plus_tin_mass_g,air_dry_plus_tin_mass_g,oven_dry_plus_tin_mass_g,od_notes,FM_mass_g,AD_mass_g,OD_mass_g,AD_Factor,OD_Factor,diff,FM_moisture_percent,AD_moisture_percent,notes,Date.Measured,approx_soil_mass_g,CaCl2_mL,pH_1st_measurement,pH_2nd_measurement
DSC_106,20260617,KN,CST,N/A,N/A,N/A,10.24,818,14:45,1059,15:00,15:01,15:01,12,10,98,15:04,N/A,104.28,NA,NA,NA,"""Kit used was marked for 104 but no samplesended up being subsampled. If any are found labeled as 104 -- they belong with 106""",20260617,KN,KN,after_subsampling_start,before_everything_cool,volume_approximated_in_field,recorded_elsewhere_June2026?,recorded_elsewhere_June2026?,recorded_elsewhere_June2026?,NA_to_X_samples,not_recorded_for_X_samples,see_core_section_photos_from_field,see_core_section_photos_from_field,not_recorded_for_X_samples,not_recorded_for_X_samples,not_recorded_for_X_samples,NEWT,U-02,O,N3,no_tree,0,2.94,7.96,7.86,7.65,NA,5.02,4.92,4.710000000000001,0.9800796812749004,0.9382470119521916,0.0418326693227089,6.581740976645407,4.458598726114629,NA,8/13/2026,1,2,4.46,4.52
DSC_107,20260617,KN,EF,N/A,N/A,15.43,16.87,827,14:57,980,15:06,15:08,15:08,29,50,62,15:12,165,25.9,NA,NA,NA,NA,20260617,KN,KN,after_subsampling_start,before_everything_cool,volume_approximated_in_field,recorded_elsewhere_June2026?,recorded_elsewhere_June2026?,recorded_elsewhere_June2026?,NA_to_X_samples,not_recorded_for_X_samples,see_core_section_photos_from_field,see_core_section_photos_from_field,not_recorded_for_X_samples,not_recorded_for_X_samples,not_recorded_for_X_samples,NEWT,U-01,0-15_cm,N3,tree,15,2.94,8,7.65,7.5,NA,5.0600000000000005,4.710000000000001,4.5600000000000005,0.9308300395256918,0.9011857707509882,0.0296442687747036,10.964912280701752,3.2894736842105337,NA,8/13/2026,2,4,5.19,5.16
DSC_046,20260617,KN,CST,N/A,N/A,15.85,10.24,819,15:08,1069,15:14,15:14,15:14,33,51,141,15:16,25.3,13.6,NA,NA,NA,NA,20260617,KN,KN,after_subsampling_start,before_everything_cool,volume_approximated_in_field,recorded_elsewhere_June2026?,recorded_elsewhere_June2026?,recorded_elsewhere_June2026?,NA_to_X_samples,not_recorded_for_X_samples,see_core_section_photos_from_field,see_core_section_photos_from_field,not_recorded_for_X_samples,not_recorded_for_X_samples,not_recorded_for_X_samples,NEWT,U-01,30-50_cm,N3,tree,50,2.87,8,7.55,7.46,NA,5.13,4.68,4.59,0.912280701754386,0.8947368421052632,0.01754385964912275,11.764705882352942,1.960784313725487,NA,8/13/2026,2,4,4.84,4.74
DSC_108,20260617,KW,EF,N/A,N/A,15.43,16.87,829,15:41,1009,15:52,15:54,15:53,30.53,53.25,73,15:57,15.67,34.67,NA,NA,NA,NA,20260617,EF,EF,after_subsampling_start,before_everything_cool,volume_approximated_in_field,recorded_elsewhere_June2026?,recorded_elsewhere_June2026?,recorded_elsewhere_June2026?,NA_to_X_samples,not_recorded_for_X_samples,see_core_section_photos_from_field,see_core_section_photos_from_field,not_recorded_for_X_samples,not_recorded_for_X_samples,not_recorded_for_X_samples,NEWT,U-02,15-30_cm,N3,no_tree,30,2.92,8,7.8,7.72,NA,5.08,4.88,4.8,0.9606299212598424,0.9448818897637796,0.01574803149606296,5.833333333333339,1.6666666666666683,NA,8/13/2026,2,4,5.14,5.11
DSC_109,20260617,KW,CST,N/A,N/A,15.85,10.24,819,15:41,1082,15:50,15:50,15:50,41,58,146,15:54,16.19,13.6,KL written next to U-02 on core ID,NA,NA,NA,20260617,CST,CST,after_subsampling_start,before_everything_cool,volume_approximated_in_field,recorded_elsewhere_June2026?,recorded_elsewhere_June2026?,recorded_elsewhere_June2026?,NA_to_X_samples,not_recorded_for_X_samples,see_core_section_photos_from_field,see_core_section_photos_from_field,not_recorded_for_X_samples,not_recorded_for_X_samples,not_recorded_for_X_samples,NEWT,U-02,30-50_cm,N3,no_tree,50,2.85,7.94,7.71,7.64,NA,5.09,4.859999999999999,4.789999999999999,0.9548133595284872,0.9410609037328092,0.01375245579567785,6.263048016701478,1.4613778705636804,NA,8/13/2026,2,4,5.12,5.12
DSC_110,20260617,AG,CST,N/A,N/A,15.85,10.24,819,16:09,1053,16:19,16:20,16:20,41,54,119,16:23,15.79,23.45,(none) written in parenthesis in Lroot mass bu not crossed out.,NA,NA,NA,20260617,CST,CST,after_subsampling_start,before_everything_cool,volume_approximated_in_field,recorded_elsewhere_June2026?,recorded_elsewhere_June2026?,recorded_elsewhere_June2026?,NA_to_X_samples,not_recorded_for_X_samples,see_core_section_photos_from_field,see_core_section_photos_from_field,not_recorded_for_X_samples,not_recorded_for_X_samples,not_recorded_for_X_samples,NEWT,U-J,15-30_cm,N2,tree,30,2.93,7.96,7.69,7.65,NA,5.029999999999999,4.76,4.720000000000001,0.9463220675944336,0.9383697813121274,0.00795228628230604,6.567796610169463,0.8474576271186258,NA,8/13/2026,1.95,3.9,5.12,5.13
DSC_111,20260617,AG,EF,N/A,N/A,15.43,16.87,830,16:09,1198,16:21,16:24,29.1,NA,63.08,148,16:27,15.36,112.14,"Roots-H might be W, no L-rock",NA,Abnormal L-rock mass likely do to evaporation of ethanol left on container after cleaning; notes referencing 011 are actually refrencing 111,"Only one root collected, unsure if its woody or herbaceous. Evan thought H but not sure",20260617,EF,EF,after_subsampling_start,before_everything_cool,volume_approximated_in_field,recorded_elsewhere_June2026?,recorded_elsewhere_June2026?,recorded_elsewhere_June2026?,NA_to_X_samples,not_recorded_for_X_samples,see_core_section_photos_from_field,see_core_section_photos_from_field,not_recorded_for_X_samples,not_recorded_for_X_samples,not_recorded_for_X_samples,NEWT,U-J,30-50_cm,N2,tree,50,2.86,8,7.66,7.58,NA,5.140000000000001,4.800000000000001,4.720000000000001,0.933852140077821,0.9182879377431908,0.01556420233463029,8.89830508474576,1.6949152542372896,NA,8/13/2026,2,4,5.13,5.14
DSC_112,20260617,AG,CST,N/A,N/A,15.85,10.24,819,not_recorded,1031,16:40,16:40,not_recorded,53,37,16:43,16:43,17.34,69.11,Start time not noted until after 16:27,NA,notes referancing 012 is actualy for 112,"root in ROOTS-H attached to a peice of decomposing wood but roots are fine and do not appear to be related. Some roots atached to rock, rock mass may be slightly under estimated.",20260617,CST,CST,after_subsampling_start,before_everything_cool,volume_approximated_in_field,recorded_elsewhere_June2026?,recorded_elsewhere_June2026?,recorded_elsewhere_June2026?,NA_to_X_samples,not_recorded_for_X_samples,see_core_section_photos_from_field,see_core_section_photos_from_field,not_recorded_for_X_samples,not_recorded_for_X_samples,not_recorded_for_X_samples,NEWT,U-W,0-15_cm,N2,no_tree,15,2.83,7.95,7.84,7.87,NA,5.12,5.01,5.04,0.978515625,0.984375,-0.00585937500000011,1.5873015873015883,-0.5952380952381001,NA,8/13/2026,2,4,5.03,5.04
DSC_048,20260617,VF,AS,N/A,N/A,15.61,15.6,820,16:08,1033,16:16,16:18,16:18,41,54,95,not_recorded,16.69,35.95,U-02 corrected to U-J by AG 20260620,NA,NA,Empteid LRoot+Rock container before a photo could be taken. Everything cool time not recorded,20260617,VF,VF,after_subsampling_start,before_everything_cool,volume_approximated_in_field,recorded_elsewhere_June2026?,recorded_elsewhere_June2026?,recorded_elsewhere_June2026?,NA_to_X_samples,not_recorded_for_X_samples,see_core_section_photos_from_field,see_core_section_photos_from_field,not_recorded_for_X_samples,not_recorded_for_X_samples,not_recorded_for_X_samples,NEWT,U-J,0-15_cm,N2,tree,15,2.95,8,7.92,7.9,NA,5.05,4.97,4.95,0.984158415841584,0.9801980198019804,0.00396039603960385,2.0202020202020132,0.40404040404039543,NA,8/13/2026,2,4,6.36,6.4
DSC_052,20260617,VF,MK,N/A,N/A,23.26,22.52,823,16:29,1025,16:48,16:45,16:45,33,58,83,16:50,N/A,39.72,NA,NA,NA,L Root mass never recorded,20260617,VF,VF,after_subsampling_start,before_everything_cool,volume_approximated_in_field,recorded_elsewhere_June2026?,recorded_elsewhere_June2026?,recorded_elsewhere_June2026?,NA_to_X_samples,not_recorded_for_X_samples,see_core_section_photos_from_field,see_core_section_photos_from_field,not_recorded_for_X_samples,not_recorded_for_X_samples,not_recorded_for_X_samples,NEWT,U-W,15-30_cm,N2,no_tree,30,2.83,8,7.78,7.7,NA,5.17,4.95,4.87,0.9574468085106383,0.941972920696325,0.01547388781431335,6.160164271047224,1.6427104722792625,NA,8/13/2026,1.94,3.9,4.55,4.58
DSC_053,20260617,VF,AS,N/A,N/A,15.61,15.6,822,16:29,1126,16:41,16:45,16:45,39,60,176,16:46,16.52,17.55,NA,NA,NA,NA,20260617,VF,VF,after_subsampling_start,before_everything_cool,volume_approximated_in_field,recorded_elsewhere_June2026?,recorded_elsewhere_June2026?,recorded_elsewhere_June2026?,NA_to_X_samples,not_recorded_for_X_samples,see_core_section_photos_from_field,see_core_section_photos_from_field,not_recorded_for_X_samples,not_recorded_for_X_samples,not_recorded_for_X_samples,NEWT,U-W,30-50_cm,N2,no_tree,50,2.95,8,7.58,7.52,NA,5.05,4.63,4.569999999999999,0.9168316831683168,0.9049504950495048,0.011881188118812,10.50328227571117,1.312910284463906,NA,8/13/2026,2,4,4.77,4.74
DSC_026,fill_in_from_core_data_later,AG,GDB,EF,NA_to_YZ_samples,15.93,9.71,822,13:02,1504,14:07,NA_to_YZ_samples,NA_to_YZ_samples,46.92,59.42,NA_to_YZ_samples,14:12,N/A,14.27,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""*Spilled small tin at 18:00, unable to recover so we subsampled 55.4 g of soil from the large pie tin. To account for moisture, the large pie tin went from 533g to 528g. ; color change @ 22cm from top ; sieving - split into 2 sizes, Ef + GB after GB started ; soil aggregates often with textured surfaces looking like ectomycorrhiza tips, but they crumble to the touch. EF and GB think they are mineral formations""",20260619,N/A,GB,no_data,no_data,11.22,55.45*,3,533*,14:16,N,GB,EF,47,34.2,N/A,SOAP,B-H,100-150_cm,S3,tree,150,3,55.45,49.74,49.13,NA,52.45,46.74,46.13,0.8911344137273594,0.8795042897998093,0.01163012392755002,13.70041187947106,1.3223498807717309,NA,8/7/2026,3.9,7.8,4.67,4.68
DSC_032,fill_in_from_core_data_later,LB,AG,ND,NA_to_YZ_samples,15.28,16.96,823,15:34,1409,16:08,NA_to_YZ_samples,NA_to_YZ_samples,51.84,60.7,NA_to_YZ_samples,16:14,15.33,35.14,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""There was a plum-sized rock in the removed soil (possibly relevant for bulk density) ; No horizonation evident ; No roots-D""",20260619,LB,LB,15:48,16:03,10.76,51.83,3,422,16:19,N,LB,LB,98,31,N/A,SOAP,B-U,50-100_cm,S3,no_tree,100,3,51.83,47.46,46.73,NA,48.83,44.46,43.73,0.9105058365758756,0.895556010649191,0.01494982592668459,11.662474273953812,1.6693345529384955,NA,8/10/2026,3.44,6.9,5.06,5.06
DSC_129,fill_in_from_core_data_later,GDB,AS,EF,NA_to_YZ_samples,23,15.83,1642,15:40,2764,16:22,NA_to_YZ_samples,NA_to_YZ_samples,49.04,64.07,NA_to_YZ_samples,16:24,N/A,47.16,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""Horizon changes at 17, 32, 45, & 56cm. ""sediment""""",20260619,N/A,GDB,15:53,16:20,11.16,56.28,2.92,2080,16:33,N,GDB,GDB,45,78.9,5-10ft,NEWT,U-01,200-300_cm,N3,tree,300,2.92,56.28,49,48.24,NA,53.36,46.08,45.32,0.8635682158920539,0.8493253373313343,0.01424287856071959,17.740511915269195,1.6769638128861386,NA,8/11/2026,3.84,7.7,4.87,4.84
DSC_037,fill_in_from_core_data_later,GDB,EF,SS,NA_to_YZ_samples,15.84,23,1644,16:58,2396,17:34,NA_to_YZ_samples,NA_to_YZ_samples,67.1,62.54,NA_to_YZ_samples,17:36,20.88,31,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,Probable horizon @ 20.5cm - texture change ; start 4:45pm end 5:39pm,20260619,GDB,GDB,17:09,17:30,12.46,55.4,2.88,547,17:38,N,GDB,GDB,88.49,40,N/A,NEWT,U-M,50-100_cm,N1,tree,100,2.88,55.4,55.08,54.3,NA,52.52,52.2,51.419999999999995,0.993907083015994,0.979055597867479,0.01485148514851497,2.1392454297938577,1.516919486581099,NA,8/10/2026,5.14,10.3,4.88,4.86
DSC_054,fill_in_from_core_data_later,LB,AG,ND,NA_to_YZ_samples,23.26,24.11,820,16:43,1564,17:09,NA_to_YZ_samples,NA_to_YZ_samples,66.32,58.69,NA_to_YZ_samples,17.12,N/A,23.82,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,Unclear weather or not the removed soil mass was teared or includes the weight of the container. Norbaya remembers not taring the weight of the container,"removed soil container : 24.11 ; No horizonation ; one sieve wet around edges, leaving very small amount of dampened soil in sieve ; single woody root, do herbaceous or dead",20260619,N/A,LB,16:49,17:06,10.41,55.88,3.11,587,17:14,N,LB,LB,81.8,37.5,U-W,NEWT,U-W,50-100_cm,N2,no_tree,100,3.11,55.88,51.26,50.48,NA,52.77,48.15,47.37,0.9124502558271744,0.8976691301876065,0.0147811256395679,11.399620012666258,1.6466117796073492,NA,8/10/2026,3.09,6.2,4.84,4.87
DSC_033,fill_in_from_core_data_later,LB,AG,ND,NA_to_YZ_samples,15.78,17.2,830,17:27,1585,17:46,NA_to_YZ_samples,NA_to_YZ_samples,55.78,57.44,NA_to_YZ_samples,17:50,N/A,50.45,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,Unclear weather or not the removed soil mass was teared or includes the weight of the container. Norbaya remembers not taring the weight of the container,Emptey removed soil container : 23g ; captured transition @ 22cm from BC horizon to sap rock,20260619,N/A,GDB,17:32,17:45,10.52,55.2,3.03,476,17:53,N,LB,LB,81.58,29,N/A,SOAP,B-U,100-150_cm,S3,no_tree,150,3.03,55.2,49.35,48.54,NA,52.17,46.32,45.51,0.8878665899942495,0.8723404255319148,0.01552616446233468,14.634146341463422,1.7798286090969069,NA,8/11/2026,3.2,6.4,5.02,4.9
DSC_074,fill_in_from_core_data_later,GRB,EF,SM,NA_to_YZ_samples,15.28,15.82,1650,12:26,2377,12:56,NA_to_YZ_samples,NA_to_YZ_samples,51.98,57.03,NA_to_YZ_samples,13:04,25.67,18.36,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,Two weights are listed for each sive but only one weight is listed for the total wet mass. Unsure which sive was used but Im asumming it was the lighter one because it was the first to be written down. Evan placed the L-roots of those sample in the fridge instead of the freezer. This was corrected at 17:40,"looking up, seems soap 50-100? ; no horizon but huge chunk of wood at top of core kept in LROOT; Lroot frozen at 17:40",20260620,EF,EF,12:33,12:54,11.51,54.43,2.9,570,13:09,N,GDB,GDB,16.72,35.4,N/A,SOAP,B-E,50-100_cm,S1,tree,100,2.9,54.43,48.74,48.3,NA,51.53,45.84,45.4,0.8895788860857753,0.8810401707743062,0.0085387153114691,13.502202643171811,0.9691629955947244,NA,8/10/2026,4.19,8.4,4.77,4.87
DSC_076,fill_in_from_core_data_later,LB / SM,SM,EF,NA_to_YZ_samples,15.3,16,822,13:45,1398,N/A,NA_to_YZ_samples,NA_to_YZ_samples,39.98,75.77,NA_to_YZ_samples,14:05,N/A,60.31,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"Spilled some outside of bin, was 12.3g included in the total removed soil mass ; linar cutter only cut down one side of tube leading to spill ; no roots in sample ; soil was verry sandy",20260620,EF,EF,13:51,13:55,12.56,53.08,2.9,388,14:07,N,LB,LB,391,40,BE 5 --> 10,SOAP,B-E,150-200_cm,S1,tree,200,2.9,53.08,51.47,51.31,NA,50.18,48.57,48.41,0.9679155041849342,0.964726982861698,0.00318852132323621,3.656269365833497,0.3305102251600838,NA,8/11/2026,5.24,10.5,5.47,5.47
DSC_086,fill_in_from_core_data_later,LB,EF,LB,NA_to_YZ_samples,15.28,15.82,1639,14:40,2773,15:32,NA_to_YZ_samples,NA_to_YZ_samples,49.94,60.28,NA_to_YZ_samples,15:39,15.96,22.53,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,"Evan misplaced L-roots in fridge, frozen at 17:40","""Total burrow mass: 1146"" ; ""Total non-burrow mass: 1616"" ; ""Deeper material in L sieve, burrow and some soil in R sieve"" ; ""Putative animal burrow (loose material, bits of grass)"" ; ""Change from orange to red brown 18.4cm from top. Trimming darker ""slough"" (darker soil) from 3 cm as part of default trim"" ; "" 2.5 cm slough, then 7.5cm of powdered material, then firm layer (3cm deep), then 6.7cm of soft dirt (burrow?), then remainder of sample is firm deeper soil (pinkish color)"" ; ""Lroots frozen at 17:40""",20260620,AG,AG,14:48,15:28,11.33,57.96,2.9,967,15:42,Y,EF,EF,119,49.6,5 --> 10,SOAP,B-F,150-200_cm,S2,tree,200,2.9,57.96,51.85,51.1,NA,55.06,48.95,48.2,0.8890301489284417,0.8754086451144206,0.01362150381402105,14.232365145228211,1.5560165975103732,NA,8/10/2026,4.01,8,5.04,5.13
DSC_100,fill_in_from_core_data_later,GDB,EF,N/A,NA_to_YZ_samples,15.33,15.78,1640,16:48,2627,17:28,NA_to_YZ_samples,NA_to_YZ_samples,48.33,60,NA_to_YZ_samples,5:31,24.54,23.2,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,Color & texture change at 11cm,20260620,LB,LB,16:57,17:25,11.08,57.97,2.89,816,5:34,N,Not taken,GDB,116.47,50,U-M 5-10,NEWT,U-M,150-200_cm,N1,tree,200,2.89,57.97,54.43,54.03,NA,55.08,51.54,51.14,0.9357298474945532,0.9284676833696442,0.00726216412490909,7.704341024638244,0.7821666014861138,NA,8/11/2026,4.48,9,5.08,5
DSC_020,fill_in_from_core_data_later,ND / SJS,ND,SJS,NA_to_YZ_samples,N/A,10.29,1646,16:40,2455,17:20,NA_to_YZ_samples,NA_to_YZ_samples,47.07,54.5,NA_to_YZ_samples,17:25,4.23,19.33,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""Lroot weighed in bag"" ;  large tin seperated into two 389 + 294",20260620,SJS,SJS,16:46,17:20,10.1,50.48,2.88,683,17:29,N,SJS,SJS,55.86,83.7,83,SOAP,B-S,100-150_cm,S2,no_tree,150,2.88,50.48,44.84,44.23,NA,47.599999999999994,41.96,41.349999999999994,0.8815126050420169,0.8686974789915967,0.01281512605042023,15.114873035066504,1.4752116082225069,NA,8/11/2026,2.78,5.6,4.79,4.85
DSC_016B,fill_in_from_core_data_later,AG,EF,AG,NA_to_YZ_samples,15.76,15.67,816,9:48,1267,11:03,NA_to_YZ_samples,NA_to_YZ_samples,N/A,52.16,NA_to_YZ_samples,11:24,18.56,N/A,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,"DSC_16 was sepparated into two sections DSC_016a: ""subsoil"" 6-19 &47+ and DSC_016b: putative burrow 19-47","Lots of notes, see YZ_SAMPLE_DATA_20260620.pdf pg 11-12",20260620,EF,N/A,10:22,10:52,10.13,53.15,2.94,321,11:28,Y,AG,AG / GDB,215,100,BF 10-15,NA,NA,NA,NA,NA,NA,2.94,53.15,49.6,48.84,NA,50.21,46.66,45.900000000000006,0.9292969527982474,0.9141605257916752,0.01513642700657236,9.389978213507613,1.6557734204792982,NA,8/11/2026,3.68,7.4,4.97,NA
DSC_016A,fill_in_from_core_data_later,AG,EF,AG,NA_to_YZ_samples,15.76,15.67,816,9:48,5029,11:03,NA_to_YZ_samples,NA_to_YZ_samples,54.43,57.39,NA_to_YZ_samples,11:13,18.56,28.28,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""6cm - abrupt color change dark --> light"" ; ""19cm - abrupt texture change prismatic clay --> fine granular"" ; ""42cm - abrupt color change light --> dark"" ; ""62cm - transition to lighter subsoil",20260620,EF,EF,10:24,11:52,11,56.69,2.91,1422,11:28,N,AG,AG / GDB,215,100,BF 10-16,NA,NA,NA,NA,NA,NA,2.91,56.69,49.94,48.91,NA,53.78,47.03,46,0.874488657493492,0.8553365563406471,0.01915210115284493,16.91304347826087,2.239130434782611,NA,8/11/2026,2.81,5.6,4.83,4.85
DSC_128,fill_in_from_core_data_later,GDB,SS,ND,NA_to_YZ_samples,16,17.2,1645,9:38,2860,10:27,NA_to_YZ_samples,NA_to_YZ_samples,42.32,54.94,NA_to_YZ_samples,10.3,N/A,40.65,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""Possible horizon change @ 11cm - unsure"" ; ""many dead roots, extra soil on roots maya lead to extra large volume"" ; ""no herbaceous roots""",20260620,N/A,GDB,9:47,10:25,10.54,53.08,3.13,1024,10:35,N,GDB,GDB,61.53,49.3,N/A,NEWT,U-01,150-200_cm,N3,tree,200,3.13,53.08,48.06,47.56,NA,49.95,44.93,44.43,0.8994994994994996,0.8894894894894896,0.01001001001001,12.424037812288985,1.1253657438667568,NA,8/11/2026,3.22,6.4,4.64,4.62
DSC_014,fill_in_from_core_data_later,GDB,SS,ND,NA_to_YZ_samples,23.25,10.27,1649,11:52,N/A,12:29,NA_to_YZ_samples,NA_to_YZ_samples,54.56,61.27,NA_to_YZ_samples,12:33,N/A,12.96,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""No horizonation"" ; ""lost of mica"" ; ""hard to tell what is dead root and what is decaying peices of wood""",20260620,N/A,ND,11:56,12:26,11.74,53.39,2.93,722,12:35,N,GDB,12:26,0,37.5,N/A,SOAP,B-F,100-150_cm,S2,tree,150,2.93,53.39,47.2,46.5,NA,50.46,44.27,43.57,0.8773285770907651,0.8634562029330163,0.01387237415774877,15.813633233876525,1.6066100527886225,NA,8/11/2026,4.42,8.8,5.24,5.2
DSC_051,fill_in_from_core_data_later,SJS,SJS,ND,NA_to_YZ_samples,15.8,16.94,1656,15:50,3005,16:16,NA_to_YZ_samples,NA_to_YZ_samples,61,67.91,NA_to_YZ_samples,16.18,N/A,72.61,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,"Unsure why ""-13.88 = 54.9"" is written next to removed soil.","""5-10ft (7.5ft refusal) in small bag U-Z"" ; paralithic contact @ 29.5cm -13.88 = 54.90",20260620,N/A,SJS,15:57,16:13,12.63,55.32,2.9,1145,16:21,N,SJS,SJS,68.86,54.9,W/shoe,NEWT,U-J,150-200_cm,N2,tree,200,2.9,55.32,53.28,52.93,NA,52.42,50.38,50.03,0.9610835558946969,0.954406714994277,0.00667684090041975,4.77713371976814,0.6995802518488935,NA,8/11/2026,5.31,10.6,5.01,5.06
DSC_085,fill_in_from_core_data_later,SJS,SJS,ND,NA_to_YZ_samples,N/A,15.71,1656,14:30,2446,15:16,NA_to_YZ_samples,NA_to_YZ_samples,46.36,62,NA_to_YZ_samples,15:19,1.01,21,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""Lroot weighed in bag"" ; ""@ 20cm shift to large ??? structure""",20260620,SJS,SJS,14:36,15:17,10.96,55.79,2.91,633,15:22,N,SJS,SJS,53.79,40.2,N/A,SOAP,B-F,50-100_cm,S2,tree,100,2.91,55.79,51.05,50.5,NA,52.879999999999995,48.14,47.59,0.9103630862329803,0.899962178517398,0.01040090771558244,11.115780626181952,1.155704980037817,NA,8/10/2026,3.64,7.3,5.01,5.03
DSC_043,fill_in_from_core_data_later,GDB,SJS,ND,NA_to_YZ_samples,16,16.92,490,13:00,3278,13:53,NA_to_YZ_samples,NA_to_YZ_samples,58.36,66.2,NA_to_YZ_samples,13:55,N/A,134.13,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""At 67cm becomes saturated and soupy"" ; ""dead roots only""",20260620,N/A,LB,13:13,13:51,10.96,54.23,2.9,2457,13:58,N,GDB,GDB,90.27,99.9,UZ 10-14.5,NEWT,U-Z,300-400_cm,N1,no_tree,400,2.9,54.23,49.2,49,NA,51.33,46.3,46.1,0.9020066238067408,0.8981102669004482,0.00389635690629264,11.34490238611713,0.4338394793926309,NA,8/10/2026,3.64,7.3,5.35,5.33
DSC_133,fill_in_from_core_data_later,SJS,AG,SJS,NA_to_YZ_samples,15.76,22.405,1653,14:57,3533,15:42,NA_to_YZ_samples,NA_to_YZ_samples,47.29,65.37,NA_to_YZ_samples,15:47,15.82,35.12,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""Horizon at 34cm from darker clay to lighter and coverd in burrow. Burrow mass = 84.85g"" ; ""Found texture/color boundry in a chocnk of soil in seive. Unknown deapth""",20260621,SJS,SJS,15:11,15:36,11.25,54.42,3,1809,15:51,Y,SJS,SJS,105.67,79.2,U-02 5-10 with shoe,NA,NA,NA,NA,NA,NA,3,54.42,48.76,48.1,NA,51.42,45.76,45.1,0.8899260987942434,0.8770906262154804,0.01283547257876305,14.01330376940133,1.463414634146334,NA,8/11/2026,3.93,7.9,4.88,4.9
DSC_056,fill_in_from_core_data_later,SJS,ND,SJS,NA_to_YZ_samples,15.82,10.33,827+823,16:11,2500,17:08,NA_to_YZ_samples,NA_to_YZ_samples,61.3,73.7,NA_to_YZ_samples,17.08,18.46,249.24,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""Unknown which sieve set went with animal burrow"" ; ""total sieve mass = 1385 + 1115. 1115<-- this mass belongs to sieve with burrow"" ; ""5-10ft shoe refused @ 6.5ft in bag"";  ""horizon change at 19cm from sand to white ash"" ; ""horizon change from dark to light sand at 8cm, then back to darker sand at 14cm"" ; ""Seems to be an animal burrow with a variety of woody debi's - roots, straw, burrs"" ; ""lots of plant seeds in with Roots 'W'""",20260621,SJS,SJS,16:23,16:59,12.65,57.36,3.19,440,17:11,Y,SJS,SJS,158.08,40,U-W 5-10ft shoe,NEWT,U-W,150-200_cm,N2,no_tree,200,3.19,57.36,56.39,56.12,NA,54.17,53.2,52.93,0.98209340963633,0.9771091009784012,0.00498430865792876,2.3427167957679993,0.5101076894011016,NA,8/11/2026,5.33,10.7,5.03,5.04
DSC_028,fill_in_from_core_data_later,LB / GDB,LB,ND,NA_to_YZ_samples,N/A,15.82,419,11:37,2759,12:51,NA_to_YZ_samples,NA_to_YZ_samples,38.26,61.19,NA_to_YZ_samples,12:56,13.68,22.44,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""L-root weighed in bag"" ; ""large root visible ~20cm from the bottom"" ; ""sample coated in powdery dark burrow, scraped burrow off and weighed separatley"" ; ""total burrow : 82.13g dried separatley NOT HOMOGENIZED"" ; ""many tiny clusters of decaying fine roots/mycorrhiza. Captured in ""woody"" roots, some in ""dead"" w/large exterior""",20260621,NJD,NJD,11:53,12:49,10.74,56.17,3,2141,12:58,Y,LMB,LMB,101.54,96.5,N/A,SOAP,B-H,200-300_cm,S3,tree,300,3,56.17,49,48,NA,53.17,46,45,0.865149520406244,0.8463419221365431,0.01880759826970091,18.15555555555556,2.2222222222222223,NA,8/11/2026,3.42,6.8,4.5,4.55
