Sample_ID,Sampling_date,Site,Scribe_initials,Siever_1_initials,Siever_2_initials,Equip_mgr_initials,Lroot_empty_mass_g,rock_empty_mass_g,Core_ID,fraction,empty_sieve_mass_g,subsampling_start_time,total_wet_mass_w_sieve_g,all_ROOTS_freeze_time,RNA_A_freeze_time,RNA_B_and_C_freeze_time,S_DNA_mass_g,RESP_IS_mass_g,S_FM_mass_g,everything_cool_time,Lroot_full_mass_g,rock_full_mass_g,notes_during_collection_annotations,notes_during_transcription_AG,notes_during_transcription_EF,notes_during_collection_narritive,sieve_date,Lroot_photo_by,rock_photo_by,sieving_start_time,sieving_end_time,S_pH_mass_g,small_tin_mass_full_g,small_tin_mass_empty_g,large_tin_mass_full_g,all_set_to_dry_time,Animal_burrow_(Y/N),pre_trim_photo_by,post_trim_photo_by,removed_soil_mass_g,tube_length_cm,other_info_on_sample_tube (if present)
DSC_032,fill_in_from_core_data_later,fill_in_from_core_data_later,LB,AG,ND,NA_to_YZ_samples,15.28,16.96,fill_in_from_core_data_later,NA,823,15:34,1409,16:08,NA_to_YZ_samples,NA_to_YZ_samples,51.84,60.7,NA_to_YZ_samples,16:14,15.33,35.14,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""There was a plum-sized rock in the removed soil (possibly relevant for bulk density) ; No horizonation evident ; No roots-D""",20260619,LB,LB,15:48,16:03,10.76,51.83,3,422,16:19,N,LB,LB,98,31,N/A
DSC_129,fill_in_from_core_data_later,fill_in_from_core_data_later,GDB,AS,EF,NA_to_YZ_samples,23,15.83,fill_in_from_core_data_later,NA,1642,15:40,2764,16:22,NA_to_YZ_samples,NA_to_YZ_samples,49.04,64.07,NA_to_YZ_samples,16:24,N/A,47.16,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""Horizon changes at 17, 32, 45, & 56cm. ""sediment""""",20260619,N/A,GDB,15:53,16:20,11.16,56.28,2.92,2080,16:33,N,GDB,GDB,45,78.9,5-10ft
DSC_037,fill_in_from_core_data_later,fill_in_from_core_data_later,GDB,EF,SS,NA_to_YZ_samples,15.84,23,fill_in_from_core_data_later,NA,1644,16:58,2396,17:34,NA_to_YZ_samples,NA_to_YZ_samples,67.1,62.54,NA_to_YZ_samples,17:36,20.88,31,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,Probable horizon @ 20.5cm - texture change ; start 4:45pm end 5:39pm,20260619,GDB,GDB,17:09,17:30,12.46,55.4,2.88,547,17:38,N,GDB,GDB,88.49,40,N/A
DSC_054,fill_in_from_core_data_later,fill_in_from_core_data_later,LB,AG,ND,NA_to_YZ_samples,23.26,24.11,fill_in_from_core_data_later,NA,820,16:43,1564,17:09,NA_to_YZ_samples,NA_to_YZ_samples,66.32,58.69,NA_to_YZ_samples,17.12,N/A,23.82,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,Unclear weather or not the removed soil mass was teared or includes the weight of the container. Norbaya remembers not taring the weight of the container,"removed soil container : 24.11 ; No horizonation ; one sieve wet around edges, leaving very small amount of dampened soil in sieve ; single woody root, do herbaceous or dead",20260619,N/A,LB,16:49,17:06,10.41,55.88,3.11,587,17:14,N,LB,LB,81.8,37.5,U-W
DSC_033,fill_in_from_core_data_later,fill_in_from_core_data_later,LB,AG,ND,NA_to_YZ_samples,15.78,17.2,fill_in_from_core_data_later,NA,830,17:27,1585,17:46,NA_to_YZ_samples,NA_to_YZ_samples,55.78,57.44,NA_to_YZ_samples,17:50,N/A,50.45,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,Unclear weather or not the removed soil mass was teared or includes the weight of the container. Norbaya remembers not taring the weight of the container,Emptey removed soil container : 23g ; captured transition @ 22cm from BC horizon to sap rock,20260619,N/A,GDB,17:32,17:45,10.52,55.2,3.03,476,17:53,N,LB,LB,81.58,29,N/A
DSC_074,fill_in_from_core_data_later,fill_in_from_core_data_later,GRB,EF,SM,NA_to_YZ_samples,15.28,15.82,fill_in_from_core_data_later,NA,1650,12:26,2377,12:56,NA_to_YZ_samples,NA_to_YZ_samples,51.98,57.03,NA_to_YZ_samples,13:04,25.67,18.36,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,Two weights are listed for each sive but only one weight is listed for the total wet mass. Unsure which sive was used but Im asumming it was the lighter one because it was the first to be written down. Evan placed the L-roots of those sample in the fridge instead of the freezer. This was corrected at 17:40,"looking up, seems soap 50-100? ; no horizon but huge chunk of wood at top of core kept in LROOT; Lroot frozen at 17:40",20260620,EF,EF,12:33,12:54,11.51,54.43,2.9,570,13:09,N,GDB,GDB,16.72,35.4,N/A
DSC_076,fill_in_from_core_data_later,fill_in_from_core_data_later,LB / SM,SM,EF,NA_to_YZ_samples,15.3,16,fill_in_from_core_data_later,NA,822,13:45,1398,N/A,NA_to_YZ_samples,NA_to_YZ_samples,39.98,75.77,NA_to_YZ_samples,14:05,N/A,60.31,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"Spilled some outside of bin, was 12.3g included in the total removed soil mass ; linar cutter only cut down one side of tube leading to spill ; no roots in sample ; soil was verry sandy",20260620,EF,EF,13:51,13:55,12.56,53.08,2.9,388,14:07,N,LB,LB,391,40,BE 5 --> 10
DSC_086,fill_in_from_core_data_later,fill_in_from_core_data_later,LB,EF,LB,NA_to_YZ_samples,15.28,15.82,fill_in_from_core_data_later,NA,1639,14:40,2773,15:32,NA_to_YZ_samples,NA_to_YZ_samples,49.94,60.28,NA_to_YZ_samples,15:39,15.96,22.53,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,"Evan misplaced L-roots in fridge, frozen at 17:40","""Total burrow mass: 1146"" ; ""Total non-burrow mass: 1616"" ; ""Deeper material in L sieve, burrow and some soil in R sieve"" ; ""Putative animal burrow (loose material, bits of grass)"" ; ""Change from orange to red brown 18.4cm from top. Trimming darker ""slough"" (darker soil) from 3 cm as part of default trim"" ; "" 2.5 cm slough, then 7.5cm of powdered material, then firm layer (3cm deep), then 6.7cm of soft dirt (burrow?), then remainder of sample is firm deeper soil (pinkish color)"" ; ""Lroots frozen at 17:40""",20260620,AG,AG,14:48,15:28,11.33,57.96,2.9,967,15:42,Y,EF,EF,119,49.6,5 --> 10
DSC_100,fill_in_from_core_data_later,fill_in_from_core_data_later,GDB,EF,N/A,NA_to_YZ_samples,15.33,15.78,fill_in_from_core_data_later,NA,1640,16:48,2627,17:28,NA_to_YZ_samples,NA_to_YZ_samples,48.33,60,NA_to_YZ_samples,5:31,24.54,23.2,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,Color & texture change at 11cm,20260620,LB,LB,16:57,17:25,11.08,57.97,2.89,816,5:34,N,Not taken,GDB,116.47,50,U-M 5-10
DSC_020,fill_in_from_core_data_later,fill_in_from_core_data_later,ND / SJS,ND,SJS,NA_to_YZ_samples,N/A,10.29,fill_in_from_core_data_later,NA,1646,16:40,2455,17:20,NA_to_YZ_samples,NA_to_YZ_samples,47.07,54.5,NA_to_YZ_samples,17:25,4.23,19.33,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""Lroot weighed in bag"" ;  large tin seperated into two 389 + 294",20260620,SJS,SJS,16:46,17:20,10.1,50.48,2.88,683,17:29,N,SJS,SJS,55.86,83.7,83
DSC_016B,fill_in_from_core_data_later,fill_in_from_core_data_later,AG,EF,AG,NA_to_YZ_samples,15.76,15.67,fill_in_from_core_data_later,NA,816,9:48,1267,11:03,NA_to_YZ_samples,NA_to_YZ_samples,N/A,52.16,NA_to_YZ_samples,11:24,18.56,N/A,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,"DSC_16 was sepparated into two sections DSC_016a: ""subsoil"" 6-19 &47+ and DSC_016b: putative burrow 19-47","Lots of notes, see YZ_SAMPLE_DATA_20260620.pdf pg 11-12",20260620,EF,N/A,10:22,10:52,10.13,53.15,2.94,321,11:28,Y,AG,AG / GDB,215,100,BF 10-15
DSC_016A,fill_in_from_core_data_later,fill_in_from_core_data_later,AG,EF,AG,NA_to_YZ_samples,15.76,15.67,fill_in_from_core_data_later,NA,816,9:48,5029,11:03,NA_to_YZ_samples,NA_to_YZ_samples,54.43,57.39,NA_to_YZ_samples,11:13,18.56,28.28,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""6cm - abrupt color change dark --> light"" ; ""19cm - abrupt texture change prismatic clay --> fine granular"" ; ""42cm - abrupt color change light --> dark"" ; ""62cm - transition to lighter subsoil",20260620,EF,EF,10:24,11:52,11,56.69,2.91,1422,11:28,N,AG,AG / GDB,215,100,BF 10-16
DSC_128,fill_in_from_core_data_later,fill_in_from_core_data_later,GDB,SS,ND,NA_to_YZ_samples,16,17.2,fill_in_from_core_data_later,NA,1645,9:38,2860,10:27,NA_to_YZ_samples,NA_to_YZ_samples,42.32,54.94,NA_to_YZ_samples,10.3,N/A,40.65,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""Possible horizon change @ 11cm - unsure"" ; ""many dead roots, extra soil on roots maya lead to extra large volume"" ; ""no herbaceous roots""",20260620,N/A,GDB,9:47,10:25,10.54,53.08,3.13,1024,10:35,N,GDB,GDB,61.53,49.3,N/A
DSC_014,fill_in_from_core_data_later,fill_in_from_core_data_later,GDB,SS,ND,NA_to_YZ_samples,23.25,10.27,fill_in_from_core_data_later,NA,1649,11:52,N/A,12:29,NA_to_YZ_samples,NA_to_YZ_samples,54.56,61.27,NA_to_YZ_samples,12:33,N/A,12.96,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""No horizonation"" ; ""lost of mica"" ; ""hard to tell what is dead root and what is decaying peices of wood""",20260620,N/A,ND,11:56,12:26,11.74,53.39,2.93,722,12:35,N,GDB,12:26,0,37.5,N/A
DSC_051,fill_in_from_core_data_later,fill_in_from_core_data_later,SJS,SJS,ND,NA_to_YZ_samples,15.8,16.94,fill_in_from_core_data_later,NA,1656,15:50,3005,16:16,NA_to_YZ_samples,NA_to_YZ_samples,61,67.91,NA_to_YZ_samples,16.18,N/A,72.61,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,"Unsure why ""-13.88 = 54.9"" is written next to removed soil.","""5-10ft (7.5ft refusal) in small bag U-Z"" ; paralithic contact @ 29.5cm -13.88 = 54.90",20260620,N/A,SJS,15:57,16:13,12.63,55.32,2.9,1145,16:21,N,SJS,SJS,68.86,54.9,W/shoe
DSC_085,fill_in_from_core_data_later,fill_in_from_core_data_later,SJS,SJS,ND,NA_to_YZ_samples,N/A,15.71,fill_in_from_core_data_later,NA,1656,14:30,2446,15:16,NA_to_YZ_samples,NA_to_YZ_samples,46.36,62,NA_to_YZ_samples,15:19,1.01,21,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""Lroot weighed in bag"" ; ""@ 20cm shift to large ??? structure""",20260620,SJS,SJS,14:36,15:17,10.96,55.79,2.91,633,15:22,N,SJS,SJS,53.79,40.2,N/A
DSC_043,fill_in_from_core_data_later,fill_in_from_core_data_later,GDB,SJS,ND,NA_to_YZ_samples,16,16.92,fill_in_from_core_data_later,NA,490,13:00,3278,13:53,NA_to_YZ_samples,NA_to_YZ_samples,58.36,66.2,NA_to_YZ_samples,13:55,N/A,134.13,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""At 67cm becomes saturated and soupy"" ; ""dead roots only""",20260620,N/A,LB,13:13,13:51,10.96,54.23,2.9,2457,13:58,N,GDB,GDB,90.27,99.9,UZ 10-14.5
DSC_133,fill_in_from_core_data_later,fill_in_from_core_data_later,SJS,AG,SJS,NA_to_YZ_samples,15.76,22.405,fill_in_from_core_data_later,NA,1653,14:57,3533,15:42,NA_to_YZ_samples,NA_to_YZ_samples,47.29,65.37,NA_to_YZ_samples,15:47,15.82,35.12,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""Horizon at 34cm from darker clay to lighter and coverd in burrow. Burrow mass = 84.85g"" ; ""Found texture/color boundry in a chocnk of soil in seive. Unknown deapth""",20260621,SJS,SJS,15:11,15:36,11.25,54.42,3,1809,15:51,Y,SJS,SJS,105.67,79.2,U-02 5-10 with shoe
DSC_056,fill_in_from_core_data_later,fill_in_from_core_data_later,SJS,ND,SJS,NA_to_YZ_samples,15.82,10.33,fill_in_from_core_data_later,NA,827+823,16:11,2500,17:08,NA_to_YZ_samples,NA_to_YZ_samples,61.3,73.7,NA_to_YZ_samples,17.08,18.46,249.24,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""Unknown which sieve set went with animal burrow"" ; ""total sieve mass = 1385 + 1115. 1115<-- this mass belongs to sieve with burrow"" ; ""5-10ft shoe refused @ 6.5ft in bag"";  ""horizon change at 19cm from sand to white ash"" ; ""horizon change from dark to light sand at 8cm, then back to darker sand at 14cm"" ; ""Seems to be an animal burrow with a variety of woody debi's - roots, straw, burrs"" ; ""lots of plant seeds in with Roots 'W'""",20260621,SJS,SJS,16:23,16:59,12.65,57.36,3.19,440,17:11,Y,SJS,SJS,158.08,40,U-W 5-10ft shoe
DSC_028,fill_in_from_core_data_later,fill_in_from_core_data_later,LB / GDB,LB,ND,NA_to_YZ_samples,N/A,15.82,fill_in_from_core_data_later,NA,419,11:37,2759,12:51,NA_to_YZ_samples,NA_to_YZ_samples,38.26,61.19,NA_to_YZ_samples,12:56,13.68,22.44,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""L-root weighed in bag"" ; ""large root visible ~20cm from the bottom"" ; ""sample coated in powdery dark burrow, scraped burrow off and weighed separatley"" ; ""total burrow : 82.13g dried separatley NOT HOMOGENIZED"" ; ""many tiny clusters of decaying fine roots/mycorrhiza. Captured in ""woody"" roots, some in ""dead"" w/large exterior""",20260621,NJD,NJD,11:53,12:49,10.74,56.17,3,2141,12:58,Y,LMB,LMB,101.54,96.5,N/A
DSC_099,fill_in_from_core_data_later,fill_in_from_core_data_later,GDB / LB,LB,GDB,NA_to_YZ_samples,15.29,15.78,fill_in_from_core_data_later,NA,1637,9:50,4449,N/A,NA_to_YZ_samples,NA_to_YZ_samples,66.64,61.72,NA_to_YZ_samples,10.24,N/A,35.24,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""Small piece of PVC embedded at deep end of sample from geoprobe. Part of shoe? photo by GB"" ; ""subsoil to 23cm, then sap rock to 46cm. 46-50cm pocket of soil, then sap rock again."" ; ""No roots""",20260621,N/A,GDB,10:04,10:20,11.21,57.92,3,2625,10:27,N,GB,LB,89.76,98.3,+shoe 10-15 UM
DSC_027,fill_in_from_core_data_later,fill_in_from_core_data_later,EF / AS,AS,EF,NA_to_YZ_samples,15.24,23,fill_in_from_core_data_later,NA,1640,15:47,2024,16:32,NA_to_YZ_samples,NA_to_YZ_samples,62.18,62.1,NA_to_YZ_samples,16:37,18.5,35.08,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,"""loose topsoil"" is synonymous with burrow material ; unsure what ""1043-816g means. Most likley 816g is the weight of the sieve, so subtracting it from 1043 would result in the mass of just the burrow material ; EF orginally transcribed this as DSC_024. AG caught mistake and corrected to DSC_027 on 22 July 2026, verified with original copies.","""Powdery layer of surface soil coating ouside of sample, diferent color and contained grass seeds"" ; ""powdery brown organic material + top soil at 40.5cm, below is grainy dirt more yellow in color, [below] 45.6 cm [from the top] is darker in color and very dense"" ; ""1043-816g of loose topsoil.""",20260621,EF,EF,16:00,16:29,11.2,52.6,3,1043,16:42,Y,EF,EF,62.6,49.8,5-10
DSC_078,fill_in_from_core_data_later,fill_in_from_core_data_later,EF,EF,AS,NA_to_YZ_samples,15.28,23.05,fill_in_from_core_data_later,NA,1649,13:28,1444,13:53,NA_to_YZ_samples,NA_to_YZ_samples,63.74,64.6,NA_to_YZ_samples,13:55,N/A,42,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""Gray rock / sand all the way though with brown spots and some roots""",20260621,N/A,EF,13:30,13:48,11.78,52.85,3,441,1:57,N,EF,EF,131.47,32.1,10-11 -->
DSC_021,fill_in_from_core_data_later,fill_in_from_core_data_later,EF / AS,EF,AS,NA_to_YZ_samples,15.32,13,fill_in_from_core_data_later,NA,1659,17:05,1789,17:25,NA_to_YZ_samples,NA_to_YZ_samples,54.89,56.25,NA_to_YZ_samples,17:30,15.51,45.89,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,"""This sample was coated in burrow material but processed as if it were just a regular soil sample.""","""Firmer on top 3-6cm"" ; ""diagonal horizon from light to dark"" ; ""Darker surface soil coating outside of sample contains organic mater and grass seeds""",20260621,EF,EF,17:10,no_data,10.95,53.31,3.03,776,17:32,N,EF,EF,49.26,47.7,5 --> 9
DSC_050,fill_in_from_core_data_later,fill_in_from_core_data_later,ND,SJS,ND,NA_to_YZ_samples,15.82,16.91,fill_in_from_core_data_later,NA,1654,13:21,2650,13:48,NA_to_YZ_samples,NA_to_YZ_samples,55.49,61.34,NA_to_YZ_samples,13:48,N/A,24.7,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,"""Does not specify where nor in what way the color and texture change was present""","""Color and texture change""",20260621,SJS,SJS,13:27,13:34,11.45,51.73,3,858,13:51,Y,SJS,SJS,58.59,41.3,U-J shoe 0-5 ft
DSC_042,fill_in_from_core_data_later,fill_in_from_core_data_later,SJS / GDB,SJS,GDB,NA_to_YZ_samples,15.85,22.47,fill_in_from_core_data_later,NA,1650,9:41,4014,10:31,NA_to_YZ_samples,NA_to_YZ_samples,36.36,61,NA_to_YZ_samples,10:33,N/A,53.65,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""Horizon change at 38cm""",20260621,N/A,EF,9:50,10:30,11.59,54,3.06,2223,10:38,N,EF,EF,105.71,92.6,U-Z + 5-10 shoe + extra to 300
DSC_126,fill_in_from_core_data_later,fill_in_from_core_data_later,ND / SJS,ND,SJS,NA_to_YZ_samples,15.76,10.26,fill_in_from_core_data_later,NA,1643,14:05,2298,14:31,NA_to_YZ_samples,NA_to_YZ_samples,62.63,63.07,NA_to_YZ_samples,14:35,38.05,11.5,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""horizon change at 20 cm"" ; "" Lroot weighed in bag in cup""",20260621,SJS,SJS,14:09,14:32,11.2,50.73,3.07,485,14:38,N,SJS,SJS,62.93,35.7,N/A
DSC_098,fill_in_from_core_data_later,fill_in_from_core_data_later,SJS,EF,SJS,NA_to_YZ_samples,23.3,15.72,fill_in_from_core_data_later,NA,491,11:04,2985,11:57,NA_to_YZ_samples,NA_to_YZ_samples,36.44,60.68,NA_to_YZ_samples,11:58,23.6,35.47,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,"Unsure what ""xtra colm from tube + shoe seg 2"" means. I think sample 98 was split into two subsamples in diferent casings, each whith their own shoe, they were mixed and processed as one","""48cm horizon from dark + fine to corse + light""",20260621,EF,EF,11:19,no_data,10.76,50.77,3.04,2308,12:04,N,EF,EF,150.83,92.7,5-10ft U-M xtra colm from tube + shoe seg 2
DSC_034,fill_in_from_core_data_later,fill_in_from_core_data_later,EF / AS,EF,AS,NA_to_YZ_samples,15.26,23.06,fill_in_from_core_data_later,NA,1650,14:12,1793,N/A,NA_to_YZ_samples,NA_to_YZ_samples,68.52,68.29,NA_to_YZ_samples,14:27,N/A,156.75,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""Gray rock/sand all throughout""",20260621,N/A,EF,14:30,14:24,11.97,53.84,3.05,668,14:31,N,EF,EF,230,49,N/A
DSC_132,fill_in_from_core_data_later,fill_in_from_core_data_later,EF / AS,EF,AS,NA_to_YZ_samples,15.26,23,fill_in_from_core_data_later,NA,823,14:52,1838,15:17,NA_to_YZ_samples,NA_to_YZ_samples,52.51,54.81,NA_to_YZ_samples,15:20,N/A,24.41,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,"""no notes provided, check image of sample for additional information""",NA,20260621,N/A,EF,14:56,3:15,10.45,53.43,3,891,15:25,N,EF,EF,54.35,47,N/A
DSC_029,fill_in_from_core_data_later,fill_in_from_core_data_later,GDB,EF,GDB,NA_to_YZ_samples,15.76,22.97,fill_in_from_core_data_later,NA,492,13:33,2951,14:27,NA_to_YZ_samples,NA_to_YZ_samples,51.96,53.85,NA_to_YZ_samples,14:30,19.07,35.78,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""Bin + gopher only = 700g"" ; ""Bin + all soil = 2951g"" ; gopher material from 19-28cm ; weighed separately then homogenized",20260622,GDB,GDB,13:48,14:26,11.11,51.81,3.04,2271,14:34,Y,EF,GDB,79.61,99.8,BH 10--> 15
DSC_077,fill_in_from_core_data_later,fill_in_from_core_data_later,GDB/EF,GDB,EF,NA_to_YZ_samples,15.73,23,fill_in_from_core_data_later,NA,491,11:57,2477,12:33,NA_to_YZ_samples,NA_to_YZ_samples,55.31,68.07,NA_to_YZ_samples,12:36,80.73,207,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,"To reiterate, large mass of wood, possibly root tissue encapsulated a section of gray/white soil in brown soil on either end.","""Varried sub soil horizon"" ; ""high clay goes from 34cm to 57cm"" ; ""bounded onboth sides by verry large woody root"" ; ""total wet mass with side included soil from sample, shoe, bin, and root""",20260622,GDB,GDB,12:08,12:28,12.03,52.9,3,1578,12:39,N,EF,EF,124.94,77,N/A
DSC_022,fill_in_from_core_data_later,fill_in_from_core_data_later,SJS,ND,SJS,NA_to_YZ_samples,15.85,16.96,fill_in_from_core_data_later,NA,490,13:08,2181,13:39,NA_to_YZ_samples,NA_to_YZ_samples,74.85,64.95,NA_to_YZ_samples,13:40,N/A,161.3,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,removed soil mass weighed on large scale ; PVC cutting component stuck in tube ; small amount of surface material coating top layer at 9cm from surface; leaving surface soil coating in the removed soil ; 63cm horizon transition apparent,20260622,N/A,SJS,13:21,13:38,11.21,60.96,2.9,1369,13:42,N,SJS,SJS,187,68.5,B-S
DSC_017,fill_in_from_core_data_later,fill_in_from_core_data_later,GDB / EF,EF,GDB,NA_to_YZ_samples,15.75,23,fill_in_from_core_data_later,NA,490,15:48,3014,16:20,NA_to_YZ_samples,NA_to_YZ_samples,50.91,66.32,NA_to_YZ_samples,16:30,19.31,190.64,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,"Two subsamples in their own case with their own shoe processed together. One of these shoes was mislabled and processed as a seperate sample the folowing day, see SDC_17-SHOE","""Sample split into two 400-453 & 454-505"" ; ""shallower sample- 46cm, deeper sample- 52cm"" ; large tin masses for shallow sample - 412+471 ; large tin masses for deeper sample - 651+657 ; ""No noticeable horizon changes, all yellowish sandy material""",20260622,GDB,GDB,15:59,16:15,11.68,53.2,3,2181,16:32,N,EF,EF,194.49,98,400-500 Y2
DSC_017-SHOE,fill_in_from_core_data_later,fill_in_from_core_data_later,LB/GB,LB/GB,N/A,NA_to_YZ_samples,1.86,N/A,fill_in_from_core_data_later,NA,822,N/A,1011,N/A,NA_to_YZ_samples,NA_to_YZ_samples,N/A,N/A,NA_to_YZ_samples,N/A,3.06,LB,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""The shoe was originaly labeld as DSC 015 determined with photography to have been one of the shoes for DSC 017"" ; ""sieving for roots, recording bulk density, air drying remainder to recover later if desired"" ; ""One large dead root, nothing else, saprock material""",20260623,1.09,15:50,15:34,15:45,N/A,N/A,N/A,N/A,15:50,NA,N/A,N/A,N/A,7cm,B-F 260616 shoe from 15
DSC_030,fill_in_from_core_data_later,fill_in_from_core_data_later,ND / SJS,ND,SJS,NA_to_YZ_samples,28.87,15.79,fill_in_from_core_data_later,NA,490,15:02,2796,15:47,NA_to_YZ_samples,NA_to_YZ_samples,50.09,64.35,NA_to_YZ_samples,13:53,46.81,175.44,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,"Unclear why the cut sample was so much shorter than the capped one, also what became of the exploded sample?","""2 segments 2 shoes, one segment exploded in ziplock"" ; ""capped sample = 46.2cm / cut sample = 23.6cm"" ; Big root at 22cm, paralythic contact at 28cm",20260622,SJS,SJS,15:16,15:43,10.96,50.92,2.92,1939,15:58,N,SJS,SJS,84.31,46.2,BH 10-15ft / BH shoe 17ft refusal
DSC_040,fill_in_from_core_data_later,fill_in_from_core_data_later,GDB / SJS / ND,GDB / SJS,ND,NA_to_YZ_samples,9.71,16.91,fill_in_from_core_data_later,NA,1644,10:14,2801,10:47,NA_to_YZ_samples,NA_to_YZ_samples,44.5,62.63,NA_to_YZ_samples,10:50,N/A,28.72,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,NA,20260622,N/A,SJS,10:20,10:44,11.54,56.38,3,933,10:51,N,SJS,SJS,48.32,40.5,Shoe 0-5
DSC_019,fill_in_from_core_data_later,fill_in_from_core_data_later,ND / SJS,ND,SJS,NA_to_YZ_samples,14,15.78,fill_in_from_core_data_later,NA,1634,11:02,2323,11:34,NA_to_YZ_samples,NA_to_YZ_samples,54.56,60.57,NA_to_YZ_samples,11:37,23.33,19.54,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""worm found in sample, lots of bark? Lots of fine roots.""",20260622,SJS,SJS,11:10,11:31,10.94,55.25,3,544,1139,N,SJS,SJS,48.93,41.3,N/A
DSC_055,fill_in_from_core_data_later,fill_in_from_core_data_later,SJS,GDB,SJS,NA_to_YZ_samples,15.77,10.28,fill_in_from_core_data_later,NA,1641,9:33,2444,9:58,NA_to_YZ_samples,NA_to_YZ_samples,54.5,59.63,NA_to_YZ_samples,10:02,N/A,13.06,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,NA,"""Dark clay until 18cm, loos until 26.5cm, then more clay""",20260622,N/A,GDB,9:39,9:57,10.86,54.05,3.06,649,no_data,N,GDB,GDB,58.8,34,U-W w/shoe
DSC_010,fill_in_from_core_data_later,fill_in_from_core_data_later,NJD / SJS,ND,SJS,NA_to_YZ_samples,9.64,10.24,fill_in_from_core_data_later,NA,1647,11:49,2475,12:16,NA_to_YZ_samples,NA_to_YZ_samples,63.37,64.32,NA_to_YZ_samples,12:20,10.29,11.39,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,No additional information given,"""Worms present, small""",20260622,SJS,SJS,11:53,12:14,11,55.67,3,652,12:21,N,SJS,SJS,29.57,40.5,N/A
DSC_130,fill_in_from_core_data_later,fill_in_from_core_data_later,SJS,ND,SJS,NA_to_YZ_samples,9.64,16.92,fill_in_from_core_data_later,NA,824,16:05,1480,16:26,NA_to_YZ_samples,NA_to_YZ_samples,53.48,66.76,NA_to_YZ_samples,16:28,13.28,22.54,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,No additional information given,NA,20260622,SJS,SJS,16:01,16:20,11.37,50.91,2.9,509,16.29,N,SJS,SJS,67.74,35.3,U-02 0-5
DSC_041,fill_in_from_core_data_later,fill_in_from_core_data_later,ND/SJS,ND/SJS,SJS,NA_to_YZ_samples,28.82,15.76,fill_in_from_core_data_later,NA,1640,14:16,2869,N/A,NA_to_YZ_samples,NA_to_YZ_samples,68.7,60.91,NA_to_YZ_samples,14:43,N/A,19.8,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,No additional information given,NA,20260622,N/A,SJS,14:22,14:42,12.39,51.19,2.85,1064,14:45,N,SJS,SJS,102.04,49.7,U-2 5-10
DSC_039,fill_in_from_core_data_later,fill_in_from_core_data_later,LB/EF,EF,LB,NA_to_YZ_samples,15.26,23.18,fill_in_from_core_data_later,NA,825,16:50,1691,17:27,NA_to_YZ_samples,NA_to_YZ_samples,56.04,65.63,NA_to_YZ_samples,17:30,N/A,56.73,included_in_narritive_for_YZ_samples,NA_to_YZ_samples,No additional information given,NA,20260622,N/A,LB,16:56,17:25,12,59.84,3,661,17:35,N,EF,EF,85.69,44.5,N/A
